,ID,Name,HOF,HOF_n,HOF_mgr,FY,LY,SP,n_33,POS,ASG,G,AB,R,H,DB,TP,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,DBTP,BBSB,AVG,SLG,OBP,AW_P,AW_C,AWD,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,WAR
4301,greensh01,"Green, Shawn",N,1,N,1993,2007,15,15,0,N,1951,7082,112.9,200.3,445,35,328,107,162,52,744,1315,80,80,3,53,174,48,90.6,283,494,355,2,0,1,-606.3157495,-0.492463772,-481.1702791,-76.11815054,-63.81739149,17.10524935,2.630968228
4306,greento02,"Greene, Todd",N,0,N,1996,2006,11,11,1,N,536,1573,18.1,39.7,82,3,71,21.7,5,4,67,332,8,10,1,6,40,8.5,7.2,252,444,286,0,0,0,-288.0773154,-52.69798999,-509.9460882,-27.57876344,-53.32140983,10.46844782,-0.145564273
4324,grichbo01,"Grich, Bobby",N,1,N,1970,1986,17,17,1,Y,2008,6890,103.3,183.3,320,47,224,86.4,104,83,1087,1278,50,86,107,50,157,36.7,119.1,266,424,371,5,0,1,-487.467894,40.56520031,-475.0986762,-107.3463448,-52.37339571,12.54608865,4.808783455
4329,griffal01,"Griffin, Alfredo",N,0,N,1976,1993,18,18,1,N,1962,6780,75.9,168.8,245,78,24,52.7,192,134,338,664,37,25,136,51,86,32.3,53,249,319,285,2,0,1,-265.6170701,116.2943984,-433.3561602,-49.92382998,-49.40023664,5.155690933,0.130791269
4334,griffke01,"Griffey, Ken",N,1,N,1973,1991,19,19,0,Y,2097,7229,112.9,214.3,364,77,152,85.9,200,83,719,898,51,14,31,55,106,44.1,91.9,296,431,359,1,0,1,-445.8984214,94.36350208,-511.9435526,-72.63255024,-59.01930116,9.511098514,2.14527833
4353,grissma02,"Grissom, Marquis",N,1,N,1989,2005,17,17,0,N,2165,8275,118.7,225.1,386,56,227,96.7,429,116,553,1240,44,31,38,62,171,44.2,98.2,272,415,318,5,0,1,-500.1802739,74.17012325,-442.7764562,-58.37090918,-59.33132296,14.93409974,1.95540797
4354,groatdi01,"Groat, Dick",N,6,N,1952,1967,14,14,1,Y,1929,7484,82.9,213.8,352,67,39,70.7,14,27,490,512,39,31,122,52,220,41.9,50.4,286,366,330,1,1,1,-324.8736433,148.0586715,-493.1022105,-57.90893514,-53.88144248,3.351287904,2.652610344
4362,grossgr01,"Gross, Greg",N,1,N,1973,1989,17,17,0,N,1809,3745,44.9,107.3,130,46,7,30.8,39,44,523,250,51,8,40,39,90,17.6,56.2,287,351,372,0,0,0,-246.6407687,74.42156654,-521.1689923,-115.1413724,-71.82098415,7.860260941,1.407853042
4367,grosswa01,"Gross, Wayne",N,0,N,1976,1986,11,11,0,N,1106,3125,37.3,72.7,126,9,121,39.6,24,22,482,496,34,20,29,24,45,13.5,50.6,233,395,337,0,0,0,-332.7560082,-22.58962161,-471.8822379,-97.11686526,-44.16865614,9.230161308,1.590842391
4368,groteje01,"Grote, Jerry",N,1,N,1963,1981,16,16,1,N,1421,4339,35.2,109.2,160,22,39,40.4,15,23,399,600,77,26,47,33,131,18.2,41.4,252,326,316,0,0,0,-257.0837712,61.19014829,-451.0923883,-86.9101735,-61.8296954,4.107076798,1.347440132
4375,grubbjo01,"Grubb, Johnny",N,0,N,1972,1987,16,16,0,N,1424,4154,55.3,115.3,207,29,99,47.5,27,33,566,558,41,36,32,35,74,23.6,59.3,278,413,366,0,0,0,-347.6136161,28.11557542,-521.6941474,-97.81168018,-60.79758062,10.31379183,1.258241758
4378,grubeke01,"Gruber, Kelly",N,0,N,1984,1993,10,10,0,Y,939,3159,43.1,81.8,148,24,117,44.3,80,33,197,504,13,36,15,35,86,17.2,27.7,259,432,307,2,0,1,-346.0036311,-23.0296242,-494.0241894,-50.22996987,-58.31430245,8.021608893,2.680883207
4396,guerrpe01,"Guerrero, Pedro",N,1,N,1978,1992,15,15,0,Y,1536,5392,73,161.8,267,29,215,89.8,97,47,609,862,115,32,9,73,122,29.6,70.6,300,480,370,2,0,1,-495.0223621,14.88114626,-530.1770597,-80.6395814,-69.95800941,3.887497508,3.471807032
4406,guilloz01,"Guillen, Ozzie",N,1,N,1985,2000,16,16,1,Y,1993,6686,77.3,176.4,275,69,28,61.9,169,108,239,511,25,7,141,60,114,34.4,40.8,264,338,287,2,0,1,-282.3331918,119.6473265,-450.7941681,-40.87151505,-55.929758,-0.235596169,1.022178606
4430,gutieri01,"Gutierrez, Ricky",N,0,N,1993,2004,12,12,1,N,1119,3632,47.1,96.7,141,25,38,35.7,50,30,364,586,20,48,51,31,112,16.6,41.4,266,350,338,0,0,0,-262.2840244,47.76758766,-484.5945098,-95.90833475,-66.58311553,5.582941709,0.029665536
4447,gwynnch01,"Gwynn, Chris",N,0,N,1987,1996,10,10,0,N,599,1007,11.9,26.3,36,11,17,11.8,2,4,71,171,9,3,7,12,24,4.7,7.3,261,369,308,0,0,0,-214.2418051,-17.41034426,-493.3366286,-72.06446059,-73.77488085,6.797805404,0.087727273
4448,gwynnto01,"Gwynn, Tony",Y,1,N,1982,2001,20,20,0,Y,2440,9288,138.3,314.1,543,85,135,113.8,319,125,790,434,203,24,45,85,260,62.8,110.9,338,459,388,12,3,1,-495.8522664,190.0922874,-562.5472882,-58.93748225,-57.60082642,6.911483829,3.762695465
4484,hairsje01,"Hairston, Jerry",N,0,N,1973,1989,14,14,0,N,859,1699,21.6,43.8,91,6,30,20.5,4,5,282,240,18,8,13,21,35,9.7,28.6,258,371,362,0,0,0,-240.5729029,-1.513157264,-513.2443402,-116.2687985,-60.43310493,4.44211364,1.103704449
4508,halleto01,"Haller, Tom",N,0,N,1961,1972,12,12,1,Y,1294,3935,46.1,101.1,153,31,134,50.4,14,30,477,593,96,35,35,37,60,18.4,49.1,257,414,340,0,0,0,-366.1345188,-3.062208527,-489.0468981,-85.93782822,-55.25909773,9.631211437,3.008785129
4514,hallme01,"Hall, Mel",N,0,N,1981,1996,13,13,0,N,1276,4237,56.8,117.1,229,25,134,62,31,22,267,575,57,16,4,51,69,25.4,29.8,276,437,318,0,0,0,-382.5328857,5.952503203,-500.4420427,-51.99106641,-65.22321517,3.897718334,0.856480874
4527,hamilda02,"Hamilton, Darryl",N,0,N,1988,2001,13,13,0,N,1328,4577,70.7,133.3,204,37,51,45.4,163,73,493,494,20,17,58,31,82,24.1,65.6,291,385,360,0,0,0,-306.5665133,70.9675747,-522.1028318,-92.16651519,-68.93645335,8.908320721,1.505506182
4540,hammoje01,"Hammonds, Jeffrey",N,0,N,1993,2005,13,13,0,N,957,3032,47.5,82.4,172,17,110,42.3,67,30,292,596,11,30,18,32,59,18.9,35.9,272,449,338,0,0,0,-350.8424556,-19.93492384,-528.2628427,-66.53744333,-58.73880313,9.006158695,0.877790834
4545,hamnegr01,"Hamner, Granny",N,0,N,1944,1962,17,17,1,Y,1531,5839,71.1,152.9,272,62,104,70.8,35,14,351,432,10,6,71,24,173,33.4,38.6,262,383,303,0,0,0,-353.2686074,61.02236867,-460.2078258,-52.36052551,-57.37751556,-1.250895107,NA
4569,haneyla01,"Haney, Larry",N,0,N,1966,1978,12,12,1,N,480,919,6.8,19.8,30,1,12,7.3,3,2,44,175,1,3,13,5,24,3.1,4.7,215,289,252,0,0,0,-168.061092,-10.86788896,-396.1710075,-64.66687504,-65.52384955,7.074007819,0.001422764
4583,hanseda01,"Hansen, Dave",N,0,N,1990,2005,15,15,0,N,1230,1793,18.7,46.6,79,6,35,22.2,5,7,283,332,27,6,4,14,40,8.5,28.8,260,369,360,0,0,0,-245.3223266,0.122189569,-509.5674532,-115.6415224,-63.36087958,4.559493803,0.30552381
4587,hansero02,"Hansen, Ron",N,0,N,1958,1972,15,15,1,N,1384,4311,44.6,100.7,156,17,106,50.1,9,14,551,643,49,19,39,41,141,17.3,56,234,351,320,1,0,1,-317.2688524,20.40361607,-437.7557455,-94.12451639,-51.60186631,3.92400725,3.360733723
4611,hargrmi01,"Hargrove, Mike",N,1,N,1974,1985,12,12,0,N,1666,5564,78.3,161.4,266,28,80,68.6,24,37,965,550,75,53,44,67,154,29.4,98.9,290,391,396,1,0,1,-353.027796,89.39633943,-529.6060368,-119.6241581,-59.48470348,-1.290896348,2.709099059
4619,harmote01,"Harmon, Terry",N,0,N,1967,1977,10,10,1,N,547,1125,16.4,26.2,31,12,4,7.2,17,11,117,175,5,13,16,5,14,4.3,13.4,233,292,311,0,0,0,-173.6763084,6.311087209,-435.9929151,-109.3450511,-68.73348634,7.38482822,0.29161442
4621,harpebr01,"Harper, Brian",N,0,N,1979,1995,16,16,1,N,1001,3151,33.9,93.1,186,7,63,42.8,8,17,133,188,27,44,15,43,107,19.3,14.1,295,419,329,0,0,0,-308.1331748,19.23361852,-529.3119474,-59.81534393,-78.83348886,3.966417494,1.826314235
4625,harpeto01,"Harper, Tommy",N,1,N,1962,1976,15,15,0,N,1810,6269,97.2,160.9,256,36,146,56.7,408,116,753,1080,30,35,76,31,87,29.2,116.1,257,379,338,0,0,0,-388.4626138,54.44287054,-457.0065394,-91.00705759,-53.92702366,21.00204954,1.95985483
4627,harrato01,"Harrah, Toby",N,1,N,1969,1986,17,17,0,Y,2155,7402,111.5,195.4,307,40,195,91.8,238,94,1153,868,51,63,76,72,155,34.7,139.1,264,395,365,0,0,0,-459.5521404,70.27868675,-461.6136532,-107.7478361,-52.22935393,5.241183844,3.27158339
4630,harrebu01,"Harrelson, Bud",N,1,N,1965,1980,16,16,1,N,1533,4744,53.9,112,136,45,7,26.7,127,60,633,653,31,22,94,23,53,18.1,76,236,288,327,1,0,1,-215.836202,83.18713927,-436.8733519,-108.7587726,-50.58513645,11.12975744,1.782432922
4658,harrile01,"Harris, Lenny",N,1,N,1988,2005,18,18,0,N,1903,3924,46,105.5,161,21,37,36.9,131,54,279,337,26,17,44,25,112,18.2,41,269,349,318,0,0,0,-262.8289507,54.35952104,-475.5420976,-77.25763131,-70.39884855,6.915137252,0.254278387
4680,hartji01,"Hart, Jim Ray",N,0,N,1963,1974,12,12,0,N,1125,3783,51.8,105.2,148,29,170,57.8,17,17,380,573,49,28,8,37,122,17.7,39.7,278,467,345,0,0,0,-419.2236267,-23.94835695,-521.8796578,-70.2104608,-63.03281103,11.08538454,3.550779037
4699,haselbi01,"Haselman, Bill",N,0,N,1990,2003,13,13,1,N,589,1606,18.5,41.6,94,3,47,21,9,9,114,300,7,11,6,10,51,9.7,12.3,259,409,311,0,0,0,-260.7832907,-27.10407887,-509.2980572,-59.24012505,-61.43727867,7.249932135,0.334917001
4705,hassero01,"Hassey, Ron",N,0,N,1978,1991,14,14,1,N,1192,3440,34.8,91.4,172,7,71,43.8,14,10,385,378,31,21,22,38,110,17.9,39.9,266,382,340,0,0,0,-299.9958166,22.63365071,-494.8606466,-89.9959147,-63.96185042,2.487035578,1.597158218
4708,hatchbi01,"Hatcher, Billy",N,0,N,1984,1995,12,12,0,N,1233,4339,58.6,114.6,210,30,54,39.9,218,87,267,476,23,55,53,38,76,24,48.5,264,364,312,1,0,1,-284.8824151,49.75939269,-474.2763141,-67.20095768,-63.26685401,9.300360038,0.575042088
4711,hatchmi01,"Hatcher, Mickey",N,0,N,1979,1990,12,12,0,N,1130,3377,34.8,94.6,172,20,38,37.5,11,15,164,246,21,13,20,33,106,19.2,17.5,280,377,313,0,0,0,-269.6132644,37.56318391,-496.6638921,-61.6561262,-75.49549115,4.363037169,0.580704186
4717,hattesc01,"Hatteberg, Scott",N,0,N,1995,2008,14,14,0,N,1314,4226,53.8,115.3,249,7,106,52.7,3,8,562,503,27,42,15,31,117,25.6,56.5,273,410,361,0,0,0,-352.4748518,25.8898786,-512.3371289,-96.44791863,-59.28878774,6.471323063,1.00590527
4739,hayesch01,"Hayes, Charlie",N,0,N,1988,2001,14,14,0,N,1547,5262,58,137.9,251,16,144,74,47,31,420,918,30,21,12,50,155,26.7,46.7,262,398,316,0,0,0,-386.7472315,31.28443186,-461.8987023,-66.63533927,-61.55044302,-1.066111855,1.209401561
4743,hayesvo01,"Hayes, Von",N,0,N,1981,1992,12,12,0,N,1495,5249,76.7,140.2,282,36,143,69.6,253,97,712,804,82,22,19,50,100,31.8,96.5,267,416,354,0,0,0,-396.9268512,32.09979345,-494.9727917,-89.99481838,-54.04870696,3.237820215,2.855948447
4770,heathmi02,"Heath, Mike",N,0,N,1978,1991,14,14,1,N,1325,4212,46.2,106.1,173,27,86,46.9,54,40,278,616,24,22,41,32,121,20,33.2,252,367,300,0,0,0,-307.4257251,27.70544893,-453.7712797,-63.85183651,-61.21954986,5.864048422,1.109814613
4776,hebneri01,"Hebner, Richie",N,1,N,1968,1985,18,18,0,N,1908,6144,86.5,169.4,273,57,203,89,38,40,687,741,95,74,44,67,105,33,72.5,276,438,352,0,0,0,-469.4482669,32.33457606,-487.7542309,-82.66889074,-59.77047223,3.509312513,2.495895097
4780,heepda01,"Heep, Danny",N,0,N,1979,1991,13,13,0,N,883,1961,20.8,50.3,96,6,30,22.9,12,14,220,242,25,9,4,28,60,10.2,23.2,257,357,330,0,0,0,-235.0049673,5.146224792,-487.5586848,-94.14894859,-67.10851341,4.199230984,0.376687669
4788,heganmi01,"Hegan, Mike",N,0,N,1964,1977,12,12,0,N,966,2080,28.1,50.4,73,18,53,22.9,28,21,311,489,19,7,31,15,29,9.1,33.9,242,371,341,0,0,0,-258.3135041,-9.358192177,-488.1144547,-102.6935083,-51.84467139,7.521992918,1.035515548
4798,heisebo01,"Heise, Bob",N,0,N,1967,1977,11,11,1,N,499,1144,10.4,28.3,43,3,1,8.6,3,7,47,77,3,6,30,5,27,4.6,5,247,293,280,0,0,0,-170.3368704,8.426172946,-428.2056724,-80.34914201,-84.74215405,7.133370306,0.079383117
4806,heldwo01,"Held, Woodie",N,0,N,1954,1969,14,14,1,N,1390,4019,52.4,96.3,150,22,179,55.9,14,11,508,944,45,56,34,28,92,17.2,52.2,240,421,331,0,0,0,-401.4371067,-28.92049741,-465.9164482,-85.51970355,-48.46322536,10.62607758,2.535974166
4812,helmsto01,"Helms, Tommy",N,1,N,1964,1977,14,14,1,N,1435,4997,41.4,134.2,223,21,34,47.7,33,40,231,301,60,15,48,42,126,24.4,26.4,269,342,300,3,0,1,-270.0406503,81.30520786,-461.6389297,-58.95651039,-68.07115699,3.658743442,0.795762235
4822,hendeda01,"Henderson, Dave",N,1,N,1981,1994,14,14,0,N,1538,5130,71,132.4,286,17,197,70.8,50,38,465,1105,19,22,19,41,83,30.3,51.5,258,436,320,0,0,0,-439.3613712,-5.547193418,-468.9622321,-64.11716389,-56.6356165,9.901271632,2.60431566
4825,hendeke01,"Henderson, Ken",N,0,N,1965,1980,16,16,0,N,1444,4553,59.5,116.8,216,26,122,57.6,86,42,589,763,77,30,19,36,122,24.2,67.5,257,396,343,0,0,0,-358.7114979,21.62275672,-481.563125,-91.28036748,-54.41029028,4.570461344,2.175530897
4826,henderi01,"Henderson, Rickey",Y,1,N,1979,2003,25,25,0,Y,3081,10961,229.5,305.5,510,66,297,111.5,1406,335,2190,1694,61,98,30,67,172,57.6,359.6,279,419,401,6,0,1,-603.2486641,127.2704255,-457.7289786,-124.2194657,-45.01303888,33.09563262,4.784669564
4828,hendest01,"Henderson, Steve",N,0,N,1977,1988,12,12,0,N,1085,3484,45.9,97.6,162,49,68,42.8,79,58,386,677,32,13,11,22,108,21.1,46.5,280,413,352,0,0,0,-313.2604005,22.66198592,-528.3887291,-83.44980896,-63.44747751,4.985357668,1.326353422
4832,hendrel01,"Hendricks, Elrod",N,0,N,1968,1979,12,12,1,N,711,1888,20.5,41.5,66,7,62,23,1,5,229,319,40,12,8,18,30,7.3,23,220,361,306,0,0,0,-252.5375451,-24.86368585,-453.0464285,-82.55495339,-44.19966798,6.232018009,1.233549884
4833,hendrge01,"Hendrick, George",N,1,N,1971,1988,18,18,0,Y,2048,7129,94.1,198,343,27,267,111.1,59,47,567,1013,77,22,21,86,211,37,62.6,278,446,329,2,0,1,-537.648821,31.9644252,-456.4985902,-65.11326279,-67.4945453,1.737034209,2.097405751
4885,hernaca01,"Hernandez, Carlos",N,0,N,1990,2000,10,10,1,N,488,1244,10.2,31.5,51,1,24,14.1,5,8,63,196,4,19,3,8,43,5.2,6.8,253,354,298,0,0,0,-215.3600248,-13.01925773,-472.1764677,-71.22781045,-72.62460434,6.947510874,0.304487659
4903,hernajo01,"Hernandez, Jose",N,0,N,1991,2006,15,15,1,N,1587,4618,62.3,116.6,193,33,168,60.3,41,38,384,1391,40,24,39,24,125,22.6,42.5,252,418,312,0,0,0,-399.5709405,-6.142941738,-462.5762304,-63.81899403,-56.33983287,10.4483525,1.183709963
4904,hernake01,"Hernandez, Keith",N,9,N,1974,1990,17,17,0,Y,2088,7370,112.4,218.2,426,60,162,107.1,98,63,1070,1012,130,32,10,71,161,48.6,116.8,296,436,384,14,0,1,-465.5881379,98.53781884,-521.9703633,-92.10900143,-54.844613,-8.159301483,4.401975915
4925,herndla01,"Herndon, Larry",N,0,N,1974,1988,14,14,0,N,1537,4877,60.5,133.4,186,76,107,55,92,57,353,793,24,16,32,38,125,26.2,44.5,274,409,322,0,0,0,-356.1818186,37.18814592,-492.3643789,-60.43664966,-62.3995851,9.650671465,1.676937547
4941,herrmed01,"Herrmann, Ed",N,0,N,1967,1978,11,11,1,N,922,2729,24.7,65.4,92,4,80,32,6,8,260,361,55,29,15,24,76,9.6,26.6,240,364,310,0,0,0,-281.8066299,-6.617993258,-456.4418828,-81.53802382,-58.21151574,7.884362528,0.913837095
4946,herrto01,"Herr, Tom",N,0,N,1979,1991,13,13,1,N,1514,5349,67.6,145,254,41,28,57.4,188,64,627,584,47,22,60,53,100,29.5,81.5,271,350,347,0,0,0,-280.5701588,96.89194247,-491.6023229,-91.80914838,-56.78634017,-4.432320265,2.100327279
4948,hershmi01,"Hershberger, Mike",N,0,N,1961,1971,11,11,0,N,1150,3572,39.8,90,150,22,26,34.4,74,36,319,311,19,31,33,28,100,17.2,39.3,252,328,316,0,0,0,-238.2907977,48.30538587,-458.3998071,-87.33410916,-63.42813835,2.585915088,0.369671102
4972,hickmji02,"Hickman, Jim",N,1,N,1962,1974,13,13,0,N,1421,3974,51.8,100.2,163,25,159,56,17,19,491,832,36,16,25,29,99,18.8,50.8,252,426,335,0,0,0,-390.3212974,-17.31513856,-483.2785959,-81.28396758,-52.67942414,8.43234434,1.355192944
4982,higgibo02,"Higginson, Bobby",N,1,N,1995,2005,11,11,0,N,1362,4910,73.6,133.6,270,33,187,70.9,91,53,649,796,36,37,12,52,83,30.3,74,272,455,358,0,0,0,-444.2062803,-0.230588262,-509.2744374,-84.67387257,-55.64942659,8.457031545,1.961808868
5003,hillgl01,"Hill, Glenallen",N,0,N,1989,2001,13,13,0,N,1162,3715,52.8,100.5,187,21,186,58.6,96,38,270,845,13,20,2,26,89,20.8,36.6,271,482,321,0,0,0,-432.1634656,-42.34812865,-512.2401652,-47.41912215,-59.95293212,12.02792446,1.097322093
5009,hillma01,"Hill, Marc",N,0,N,1973,1986,14,14,1,N,737,1809,14.6,40.4,62,3,34,19.8,1,7,185,243,29,6,31,16,67,6.5,18.6,223,317,295,0,0,0,-212.5033314,-2.508946849,-429.2798565,-87.86581621,-56.92052561,4.206691404,0.709330728
5030,hintoch01,"Hinton, Chuck",N,0,N,1961,1971,11,11,0,N,1353,3968,51.8,104.8,152,47,113,44.3,130,50,416,685,27,7,28,36,91,19.9,54.6,264,412,332,0,0,0,-348.2562166,7.716173479,-494.7528423,-75.10950842,-58.69706458,13.01689701,1.69687991
5036,hislela01,"Hisle, Larry",N,1,N,1968,1982,14,14,0,N,1197,4205,65.2,114.6,193,32,166,67.4,128,61,462,941,37,39,32,42,95,22.5,59,273,452,347,0,0,0,-416.8134785,-9.046269065,-511.1096897,-76.32159749,-59.90959476,3.368761122,2.738995816
5043,hoakdo01,"Hoak, Don",N,0,N,1954,1964,11,11,0,N,1263,4322,59.8,114.4,214,44,89,49.8,64,47,523,530,36,22,45,33,122,25.8,58.7,265,396,345,0,0,0,-330.398727,32.00544989,-498.6424875,-86.95275805,-55.93139751,5.77049799,2.25536906
5052,hockide01,"Hocking, Denny",N,0,N,1993,2005,13,13,1,N,954,2358,29.4,59.1,112,17,25,22.6,36,27,205,442,5,7,38,24,43,12.9,24.1,251,344,310,0,0,0,-227.0284058,15.05877498,-468.3918191,-80.96888791,-65.69900286,5.804334064,-0.312917933
5056,hodgegi01,"Hodges, Gil",N,15,N,1943,1963,18,18,0,Y,2071,7030,110.5,192.1,295,48,370,127.4,63,31,943,1137,31,25,56,50,165,34.3,100.6,273,487,359,3,1,1,-638.9314159,-18.31237484,-457.3995184,-92.0476822,-65.94792324,2.692377872,3.308279862
5059,hodgero01,"Hodges, Ron",N,0,N,1973,1984,12,12,1,N,666,1426,11.9,34.2,56,2,19,14.7,10,13,224,217,26,4,14,15,34,5.8,23.4,240,322,342,0,0,0,-205.4758034,3.763274861,-467.7749857,-122.7035315,-62.18066925,4.92264475,0.719013666
5085,hoilech01,"Hoiles, Chris",N,0,N,1989,1998,10,10,1,N,894,2820,41.5,73.9,122,2,151,44.9,5,7,435,616,17,44,11,28,65,12.4,44,262,467,366,0,0,0,-389.5373041,-46.06461778,-534.8513883,-92.09820537,-49.38266729,10.91901658,3.242989814
5102,hollato01,"Hollandsworth, Todd",N,0,N,1995,2006,12,12,0,N,1118,3191,45.1,87.1,192,22,98,40.1,75,43,262,701,24,9,14,16,44,21.4,33.7,273,439,328,1,0,1,-337.9875041,-9.721146074,-521.4931474,-59.44929578,-60.88393548,10.30491378,0.546076747
5106,hollida01,"Hollins, Dave",N,0,N,1990,2002,12,12,0,N,983,3346,57.8,87,166,17,112,48.2,47,27,464,687,28,66,5,30,66,18.3,51.1,260,420,358,0,0,0,-346.9630568,-6.623981835,-511.8273104,-96.92972783,-52.85670915,4.074386276,2.449961647
5158,hornebo01,"Horner, Bob",N,1,N,1978,1988,10,10,0,N,1020,3777,56,104.7,169,8,218,68.5,14,18,369,512,39,16,1,50,111,17.7,38.3,277,499,340,1,0,1,-470.528355,-51.0199343,-522.4308072,-60.20950286,-62.12216626,9.490909057,2.16209352
5165,hortowi01,"Horton, Willie",N,1,N,1963,1980,18,18,0,Y,2028,7298,87.3,199.3,284,40,325,116.3,20,38,620,1313,95,58,17,59,195,32.4,64,273,457,332,0,0,0,-589.4201041,8.837421992,-441.3080954,-73.35016988,-69.22843251,7.304962439,1.79777695
5181,housefr03,"House, Frank",N,0,N,1950,1961,10,10,1,N,653,1994,20.2,49.4,64,11,47,23.5,6,7,151,147,25,11,13,18,63,7.5,15.7,248,362,302,0,0,0,-246.0445118,-8.064251432,-467.8394851,-72.10658333,-65.08595975,6.430453114,0.666346594
5198,howarel01,"Howard, Elston",N,15,N,1955,1968,14,14,1,Y,1605,5363,61.9,147.1,218,50,167,76.2,9,14,373,786,82,26,29,52,157,26.8,38.2,274,427,322,4,0,1,-421.1224842,24.59865687,-480.2713283,-60.15293219,-64.65336446,3.824624595,2.6918535
5199,howarfr01,"Howard, Frank",N,1,N,1958,1973,16,16,0,Y,1895,6488,86.4,177.4,245,35,382,111.9,8,9,782,1460,135,33,7,43,219,28,79,273,499,352,1,0,1,-642.0182266,-41.99074908,-459.3487089,-86.07039243,-68.82210055,15.93465717,3.154821161
5208,howarth01,"Howard, Thomas",N,0,N,1990,2000,11,11,0,N,1015,2483,29.7,65.5,123,22,44,26.4,66,41,165,432,10,11,21,16,39,14.5,23.1,264,384,311,0,0,0,-260.8904597,3.81009062,-493.8851258,-64.94382695,-67.19899995,7.870042514,0.372106825
5210,howear01,"Howe, Art",N,1,N,1974,1985,11,11,0,N,891,2626,26.8,68.2,139,23,43,29.3,10,10,275,287,47,9,16,25,70,16.2,28.5,260,379,329,0,0,0,-261.9502601,9.676252959,-497.5708059,-82.07617118,-61.55552365,5.18402671,1.922839715
5215,howelja02,"Howell, Jack",N,0,N,1985,1999,11,11,0,N,941,2639,34.5,63.2,129,16,108,33.7,14,15,300,626,31,12,18,13,39,14.5,31.4,239,423,318,0,0,0,-325.2273829,-36.7745878,-490.1449524,-67.42453237,-44.06034462,10.64204983,1.373574782
5220,howelro02,"Howell, Roy",N,1,N,1974,1984,11,11,0,N,1112,3791,42.2,99.1,183,31,80,45.4,9,14,318,675,38,23,25,24,86,21.4,32.7,261,389,321,0,0,0,-310.4324166,20.70662693,-485.0245233,-71.30715009,-60.11206689,4.578418624,1.154556326
5231,hrbekke01,"Hrbek, Kent",N,1,N,1981,1994,14,14,0,N,1747,6192,90.3,174.9,312,18,293,108.6,37,26,838,798,110,26,15,66,165,33,87.5,282,481,367,0,1,1,-565.6096076,-3.39929619,-491.4144813,-90.44327908,-64.85510218,2.612130145,3.010508617
5233,hubbagl01,"Hubbard, Glenn",N,0,N,1978,1989,12,12,1,N,1354,4441,54.5,108.4,214,22,70,44.8,35,35,539,640,53,33,70,39,83,23.6,57.4,244,349,328,0,0,0,-291.3881917,42.34494005,-457.7172026,-93.15613409,-51.69542518,4.786222256,1.480300664
5235,hubbatr01,"Hubbard, Trent",N,0,N,1994,2003,10,10,0,N,476,762,12.4,19.6,33,7,16,7.2,33,17,83,166,1,6,8,5,19,4,11.6,257,382,333,0,0,0,-216.7818819,-25.66113151,-513.6371675,-89.02888129,-63.83657174,8.759713746,0.172800926
5246,hudlere01,"Hudler, Rex",N,0,N,1984,1998,13,13,1,N,774,1767,26.1,46.1,96,10,56,16.9,107,43,77,325,12,14,20,10,27,10.6,18.4,261,422,296,0,0,0,-271.6246819,-32.74064019,-508.6625545,-41.42565065,-62.13013613,14.21513141,0.911864407
5286,huletti01,"Hulett, Tim",N,0,N,1983,1995,12,12,0,N,720,2128,24.5,52.9,90,13,48,22,14,11,145,438,4,10,20,13,47,10.3,15.9,249,371,298,0,0,0,-250.6118552,-8.935966045,-472.171625,-64.1708091,-63.25137953,9.032347413,0.893523316
5299,hundlra01,"Hundley, Randy",N,1,N,1964,1977,14,14,1,N,1061,3442,31.1,81.3,118,13,82,38.1,12,17,271,565,41,13,44,27,92,13.1,28.3,236,350,292,1,0,1,-283.9138948,8.649323455,-434.9879344,-70.11784947,-58.21982084,6.544168979,1.96402423
5300,hundlto01,"Hundley, Todd",N,0,N,1990,2003,14,14,1,N,1225,3769,49.5,88.3,167,7,202,59.9,14,11,453,988,63,34,18,31,71,17.4,46.7,234,443,320,0,0,0,-423.533855,-52.71667406,-464.933702,-72.34310537,-44.26229908,8.826248869,1.68369338
5303,huntebr02,"Hunter, Brian",N,0,N,1994,2003,10,10,0,N,1000,3347,50,88.2,146,28,25,24.1,260,61,243,581,1,13,27,29,46,17.4,50.3,264,346,313,0,0,0,-241.0656787,41.68559804,-475.1315782,-76.14723664,-69.39002334,12.34122593,0.242996556
5315,huntro01,"Hunt, Ron",N,1,N,1963,1974,12,12,1,Y,1483,5235,74.5,142.9,223,23,39,37,65,55,555,382,22,243,103,22,100,24.6,62,273,347,368,0,0,0,-284.7672506,91.56751593,-497.5566186,-113.8784503,-58.33404448,16.17597389,2.567830464
5318,hurdlcl01,"Hurdle, Clint",N,0,N,1977,1987,10,10,0,N,515,1391,16.2,36,81,12,32,19.3,1,6,176,261,18,7,5,17,28,9.3,17.7,259,403,341,0,0,0,-247.6208858,-21.41928926,-525.3856571,-85.79065047,-57.26950938,4.322016458,0.912969925
5329,husonje01,"Huson, Jeff",N,0,N,1988,2000,12,12,1,N,827,1879,24.2,43.9,65,13,8,15,64,21,191,228,9,6,34,16,55,7.8,25.5,234,295,304,0,0,0,-186.2049913,19.27491534,-432.5321728,-99.21179372,-66.43619181,5.344225104,0.425776105
