,HOF,WAR,BBSB_Norm,IBB_Norm,AB,SF_Norm,HR_Norm,SO_Norm,SH_Norm,HBP_Norm,SP,ASG,G,AVG,OBP,SLG,R_Norm,DB_Norm,TP_Norm,RBI_Norm,SB_Norm,CS_Norm,GIDP_Norm,BB_Norm,DBTP_Norm,PC_1
176,0,0.217458164,0.1227087576,0.0106924644,1964,0.0081466395,0.0315682281,0.2296334012,0.0020366599,0.0025458248,13,0,905,264,338,408,0.1262729124,0.0412423625,0.0040733198,0.1446028513,0.0096741344,0.0061099796,0.0295315682,0.1130346232,0.0453156823,-281.8980349
360,0,1.022178606,0.0610230332,0.0037391564,6686,0.0089739755,0.0041878552,0.0764283578,0.0210888424,0.0010469638,16,0.19,1993,264,287,338,0.1156147173,0.0411307209,0.0103200718,0.0925815136,0.0252766976,0.0161531558,0.0170505534,0.0357463356,0.0514507927,-282.3331918
99,0,0.515975993,0.0499695308,0.0039609994,3282,0.005789153,0.021023766,0.1697135893,0.0094454601,0.0036563071,17,0,1099,253,288,375,0.0880560634,0.0511882998,0.0036563071,0.1054235222,0.0027422303,0.0042656917,0.0286410725,0.0472273004,0.0548446069,-283.0933454
720,0,0.058888574,0.1494910941,0.0108142494,3144,0.0117684478,0.0187659033,0.118956743,0.0022264631,0.0034987277,13,0.08,1193,265,333,376,0.1218193384,0.0477099237,0.0034987277,0.1259541985,0.0451653944,0.0238549618,0.0289440204,0.1043256997,0.0512086514,-283.106122
97,0,0.583924843,0.0955019557,0.0084745763,3068,0.0052151239,0.0182529335,0.1261408083,0.0088005215,0.0042372881,10,0,976,272,323,389,0.1183181226,0.0466101695,0.0078226858,0.1157105606,0.0208604954,0.0127118644,0.027053455,0.0746414602,0.0544328553,-283.6633721
930,0,1.406865861,0.0947747748,0.003963964,2775,0.0061261261,0.0277477477,0.1488288288,0.0118918919,0.0227027027,13,0,970,237,314,373,0.1131531532,0.0436036036,0.0043243243,0.1261261261,0.0018018018,0.0025225225,0.0378378378,0.092972973,0.0479279279,-283.7479063
435,0,1.96402423,0.0822196397,0.0119116793,3442,0.0078442766,0.0238233585,0.1641487507,0.0127832655,0.0037768739,14,0.07,1061,236,292,350,0.0903544451,0.034282394,0.0037768739,0.1106914585,0.0034863451,0.004938989,0.0267286461,0.0787332946,0.0380592679,-283.9138948
438,0,2.567830464,0.1184336199,0.0042024833,5235,0.0042024833,0.0074498567,0.0729703916,0.0196752627,0.0464183381,12,0.17,1483,273,368,347,0.1423113658,0.0425978988,0.0043935053,0.070678128,0.0124164279,0.0105062082,0.0191021968,0.106017192,0.046991404,-284.7672506
648,0,1.320014194,0.0897062715,0.0113786716,3779,0.0095263297,0.0082032284,0.0846784864,0.0251389256,0.0074093676,20,0.05,1536,304,355,389,0.1312516539,0.0330775337,0.013760254,0.1159036782,0.0132310135,0.0111140513,0.0261974067,0.076475258,0.0468377878,-284.8455421
383,0,0.575042088,0.1117769071,0.0053007605,4339,0.0087577783,0.0124452639,0.1097026965,0.012214796,0.0126757317,12,0,1233,264,312,364,0.1350541599,0.0483982484,0.0069140355,0.091956672,0.0502419912,0.0200507029,0.0175155566,0.0615349159,0.0553122839,-284.8824151
942,0,1.564044707,0.0952830189,0.0025943396,4240,0.0056603774,0.0094339623,0.0688679245,0.0077830189,0.0370283019,12,0.08,1148,282,348,379,0.1478773585,0.045754717,0.0115566038,0.0808962264,0.0273584906,0.0158018868,0.016745283,0.0679245283,0.0573113208,-285.2609222
474,0,1.421734398,0.120696478,0.0110803324,2527,0.0055401662,0.0213692125,0.2006331619,0.0011871785,0.0035615354,11,0.09,747,280,334,409,0.1274238227,0.0534230313,0.0055401662,0.128215275,0.0403640681,0.022556391,0.0197863079,0.08033241,0.0589631975,-285.2941067
110,0,1.749965076,0.1709589041,0.0087671233,3650,0.0068493151,0.0142465753,0.118630137,0.0065753425,0.0046575342,15,0,1425,271,371,367,0.1276712329,0.0424657534,0.0052054795,0.1063013699,0.0123287671,0.0073972603,0.0210958904,0.158630137,0.0476712329,-285.3514754
302,0,1.065074922,0.0679123248,0.0041322314,5566,0.0077254761,0.0080848006,0.1007905138,0.0238950773,0.0059288538,13,0,1499,268,307,347,0.1095939633,0.0379087316,0.0082644628,0.0786920589,0.0143729788,0.008444125,0.0192238591,0.053539346,0.0461731944,-286.1743221
954,0,1.12304742,0.1039874902,0.0023455825,2558,0.0058639562,0.0258014073,0.1837372948,0.0132916341,0.0062548866,10,0.1,902,262,329,398,0.1293979672,0.0344018765,0.0121188428,0.1110242377,0.0082095387,0.0070367475,0.0238467553,0.0957779515,0.0465207193,-286.3629613
554,0,1.253537953,0.0912052117,0.0042752443,4912,0.0073289902,0.0095684039,0.0836726384,0.0116042345,0.0016286645,12,0.08,1371,268,325,356,0.1262214984,0.0386807818,0.0105863192,0.0924267101,0.0040716612,0.0030537459,0.019747557,0.0871335505,0.049267101,-286.4459495
189,0,0.325380081,0.0888965756,0.0041508129,2891,0.0121065375,0.0259425804,0.1539259772,0.0086475268,0.0121065375,14,0,957,245,307,382,0.1151850571,0.0491179523,0.004842615,0.1272915946,0.0069180214,0.0079557247,0.0200622622,0.0819785541,0.0539605673,-287.639988
749,0,0.364413114,0.0684382963,0.0067346196,5494,0.0063705861,0.0096468875,0.113032399,0.0132872224,0.0038223517,13,0.08,1539,261,295,342,0.102293411,0.040771751,0.0056425191,0.0880961048,0.0203858755,0.0136512559,0.0205678922,0.0480524208,0.0464142701,-287.6473153
54,0,0.142126564,0.073897497,0.0047675805,2517,0.0067540723,0.024632499,0.1624950338,0.0079459674,0.0059594756,12,0,895,272,315,409,0.1259435836,0.0480731029,0.0075486691,0.1267381804,0.0147000397,0.0063567739,0.0297973778,0.0591974573,0.055621772,-287.7232544
566,0,0.656104252,0.1217606707,0.0062881098,5248,0.0081935976,0.0106707317,0.1173780488,0.0116234756,0.001714939,13,0,1555,257,317,341,0.1265243902,0.0360137195,0.0081935976,0.0872713415,0.0320121951,0.0148628049,0.0198170732,0.0897484756,0.0442073171,-287.9773713
348,0,-0.145564273,0.0457724094,0.0050858233,1573,0.0038143675,0.0451366815,0.2110616656,0.0006357279,0.0063572791,11,0,536,252,286,444,0.1150667514,0.0521296885,0.0019071837,0.1379529561,0.0031786395,0.0025429116,0.0254291163,0.0425937699,0.0540368722,-288.0773154
151,0,1.58535903,0.1021052632,0.0063157895,2850,0.0098245614,0.0224561404,0.1364912281,0.0154385965,0.0094736842,11,0,938,260,327,396,0.1301754386,0.041754386,0.0133333333,0.1228070175,0.0080701754,0.0073684211,0.0263157895,0.0940350877,0.0550877193,-288.1970976
257,0,0.659725557,0.0733532934,0.0063622754,2672,0.0112275449,0.0258233533,0.1508233533,0.001497006,0.0071107784,13,0,883,262,312,392,0.0969311377,0.0434131737,0.0048652695,0.1463323353,0.002245509,0.003742515,0.0306886228,0.0711077844,0.0482784431,-288.5636367
120,0,0.936683889,0.0949547219,0.0031047865,3865,0.0100905563,0.0183699871,0.1565329884,0.0152652005,0.003622251,12,0,1336,246,296,367,0.1234152652,0.0452781371,0.0103492885,0.1115135834,0.0222509702,0.0155239327,0.0173350582,0.0727037516,0.0556274256,-289.1597993
978,0,0.939545935,0.0662478584,0.0077098801,3502,0.0065676756,0.0188463735,0.1087949743,0.0094231868,0.0034266134,11,0.09,1043,262,305,377,0.0925185608,0.047687036,0.0057110223,0.1202170188,0.0039977156,0.0042832667,0.0368360937,0.0622501428,0.0533980583,-289.4599525
274,0,0.795297216,0.1015592078,0.0080067425,2373,0.01011378,0.0290771176,0.1626632954,0.00168563,0.009270965,10,0.1,846,258,328,405,0.1209439528,0.0488832701,0.00505689,0.1365360303,0.002528445,0.0037926675,0.0257058576,0.0990307627,0.0539401601,-289.5425048
344,0,1.654123711,0.0925879711,0.008485151,4007,0.0054903918,0.0199650611,0.1959071625,0.0139755428,0.0079860245,12,0,1288,240,303,347,0.1065635139,0.0361866733,0.0057399551,0.1053156975,0.0064886449,0.0049912653,0.0247067632,0.0860993262,0.0419266284,-289.7783516
987,0,0.859938744,0.0807705306,0.0040554241,2959,0.0084488003,0.0236566408,0.1324771882,0.0141939845,0.0040554241,13,0,1023,260,312,392,0.1209868199,0.0530584657,0.0040554241,0.1118621156,0.0040554241,0.0070969922,0.032781345,0.0767151065,0.0571138898,-290.3726331
992,0,2.936151252,0.1499736426,0.0034264628,7588,0.0038218239,0.0026357406,0.09014233,0.0156826568,0.0021085925,14,0.36,1942,281,330,331,0.1406167633,0.0233263047,0.0093568793,0.0603584607,0.0772272008,0.0274117027,0.012124407,0.0727464418,0.032683184,-290.4443834
887,0,0.549312242,0.0999744311,0.0056251598,3911,0.009460496,0.0120173869,0.1429301969,0.0038353362,0.006136538,12,0.08,1202,282,345,379,0.1160828433,0.0485809256,0.0063922271,0.13091281,0.0040910253,0.0051137816,0.0288928663,0.0958834058,0.0549731526,-291.0910902
431,0,1.480300664,0.1292501689,0.011934249,4441,0.0087818059,0.0157622157,0.1441116866,0.0157622157,0.0074307588,12,0.08,1354,244,328,349,0.1227201081,0.0481873452,0.0049538392,0.1008781806,0.0078811079,0.0078811079,0.0186894844,0.121369061,0.0531411844,-291.3881917
768,0,0.852249536,0.1003659174,0.0060115003,3826,0.001829587,0.0206481965,0.136434919,0.0164662833,0.0088865656,17,0.06,1309,237,312,356,0.0893883952,0.0462624151,0.0052273915,0.1152639833,0.0005227392,0.0007841087,0.0269210664,0.0998431783,0.0514898066,-291.3929224
258,0,0.968806202,0.108649789,0.0137130802,2844,0.0123066104,0.0309423347,0.1976090014,0.0133614627,0.0045710267,13,0,940,228,300,377,0.1167369902,0.0478199719,0.0042194093,0.1322081575,0.0049226442,0.0038677918,0.0158227848,0.1037271449,0.0520393812,-291.7929202
322,0,1.16597035,0.1568703776,0.0050603348,2569,0.0054495913,0.029972752,0.1813935383,0.010509926,0.0066173608,12,0,954,246,337,394,0.1510315298,0.0354223433,0.0112884391,0.1101595952,0.0241339042,0.0112884391,0.0132347217,0.1327364733,0.0467107824,-291.8410613
1004,0,2.649358595,0.1468822171,0.0094688222,4330,0.0083140878,0.0150115473,0.0988452656,0.0133949192,0.003926097,13,0.15,1301,255,348,347,0.1150115473,0.0406466513,0.0034642032,0.1168591224,0.0023094688,0.0030023095,0.027482679,0.1445727483,0.0441108545,-292.1796941
605,0,0.689535942,0.1200707786,0.0121334681,3956,0.0065722952,0.018958544,0.137512639,0.0106167846,0.0101112235,13,0,1468,246,309,362,0.1223458038,0.037917088,0.0106167846,0.1021233569,0.0361476239,0.0171890799,0.0176946411,0.0839231547,0.0485338726,-292.2814601
733,0,0.358950151,0.1425619835,0.0047520661,4840,0.007231405,0.0074380165,0.1121900826,0.0076446281,0.0030991736,12,0,1379,293,342,383,0.1504132231,0.0390495868,0.0144628099,0.083677686,0.066322314,0.0299586777,0.0188016529,0.0762396694,0.0535123967,-294.0459059
690,0,0.595651252,0.0957372467,0.0079198696,4293,0.0083857442,0.0132774284,0.0936408106,0.010249243,0.0053575588,14,0,1494,273,324,374,0.130211973,0.0433263452,0.0086186816,0.0943396226,0.0216631726,0.0139762404,0.0160726765,0.0740740741,0.0519450268,-294.1536901
332,0,-0.138382267,0.0962206777,0.0036924414,4604,0.0069504778,0.013032146,0.1629018245,0.0125977411,0.0089052997,16,0,1515,262,325,360,0.1122936577,0.0508253692,0.0039096438,0.1057775847,0.0076020851,0.0071676803,0.029105126,0.0886185925,0.054735013,-294.2704776
477,0,1.46614654,0.0989603389,0.0030804775,2597,0.0103966115,0.0369657297,0.2884097035,0.0250288795,0.0100115518,12,0,939,221,289,383,0.1293800539,0.0462071621,0.0023103581,0.1289949942,0.0092414324,0.0053908356,0.0150173277,0.0897189064,0.0485175202,-294.398993
135,0,2.339391289,0.0957384705,0.0021404943,5139,0.0089511578,0.0097295194,0.0928196147,0.0163455925,0.0054485308,13,0.31,1346,273,328,361,0.127651294,0.0498151391,0.0044755789,0.0873710839,0.0140105079,0.0132321463,0.0268534734,0.0817279626,0.054290718,-294.6665694
280,0,0.542802198,0.0548635824,0.0044483986,3372,0.0097864769,0.0237247924,0.1524317912,0.0121589561,0.0056346382,14,0,1047,252,290,377,0.0946026097,0.0521945433,0.0008896797,0.1171411625,0.0029655991,0.0056346382,0.0287663108,0.0518979834,0.053084223,-294.6765516
984,0,2.385256674,0.1357615894,0.0198675497,2114,0.0099337748,0.0383159886,0.2701040681,0.0042573321,0.0061494797,11,0,720,244,332,410,0.1324503311,0.0449385052,0.0033112583,0.1300851466,0.0042573321,0.0056764428,0.0160832545,0.1315042573,0.0482497635,-295.0098037
563,0,2.029800524,0.1752825198,0.011060351,4159,0.0120221207,0.0100985814,0.1312815581,0.0057706179,0.002885309,16,0,1582,288,390,377,0.1240682856,0.0524164463,0.0031257514,0.119018995,0.0026448666,0.0026448666,0.0235633566,0.1726376533,0.0555421976,-295.5592546
445,0,1.966512784,0.0661848612,0.0060859642,2629,0.0068467098,0.0304298212,0.1825789273,0.0102700647,0.0041841004,12,0,960,257,293,403,0.11829593,0.0433624952,0.0057055915,0.1205781666,0.0163560289,0.006466337,0.0228223659,0.0498288323,0.0490680867,-295.6989033
244,0,1.04539185,0.0890814558,0.006932409,2885,0.0062391681,0.0377816291,0.2346620451,0.0072790295,0.0048526863,11,0.09,929,214,279,357,0.0949740035,0.0273830156,0.0013864818,0.1181975737,0.0017331023,0.0045060659,0.0235701906,0.0873483536,0.0287694974,-295.7033312
1015,0,0.343000278,0.0886384405,0.0082241852,3283,0.0042643923,0.0277185501,0.2065184283,0.0112701797,0.0039597929,12,0.08,1095,235,290,372,0.1075236065,0.0395979287,0.0067011879,0.107219007,0.0137069753,0.0076149863,0.0301553457,0.0749314651,0.0462991167,-296.1458784
919,0,0.839756299,0.1213683224,0.0042174321,4268,0.0067947516,0.0156982193,0.0974695408,0.0121836926,0.0030459231,11,0,1270,259,334,363,0.1354264292,0.0349109653,0.0110121837,0.1037956888,0.0089034677,0.0103092784,0.0335051546,0.1124648547,0.045923149,-296.5583877
495,0,0.982763781,0.1413325642,0.0201903663,3467,0.0112489184,0.0245168734,0.1494087107,0.0072108451,0.0063455437,16,0,1311,238,327,363,0.1185462936,0.041246034,0.0051918085,0.1222959331,0.0098067494,0.0112489184,0.0201903663,0.1315258148,0.0464378425,-296.6984366
818,0,2.516653481,0.1362908758,0.0230962726,4373,0.0084610107,0.0155499657,0.0702035216,0.0130345301,0.0050308713,13,0.15,1441,259,344,356,0.0910130345,0.0452778413,0.0027441116,0.1019894809,0.006631603,0.0054882232,0.0242396524,0.1296592728,0.0480219529,-297.1766215
525,0,1.513959981,0.1162546028,0.0036822725,3802,0.0094687007,0.0186743819,0.158337717,0.0113098369,0.0023671752,11,0.09,1212,256,326,376,0.1191478169,0.0507627564,0.006838506,0.1162546028,0.0089426618,0.006838506,0.0241977906,0.1073119411,0.0576012625,-297.8253445
714,0,0.196076508,0.1183333333,0.0044444444,1800,0.0083333333,0.0438888889,0.2183333333,0.0033333333,0.0133333333,13,0,754,247,326,431,0.1322222222,0.0488888889,0.0016666667,0.1633333333,0.0105555556,0.0072222222,0.0294444444,0.1077777778,0.0505555556,-298.0606432
765,0,2.598828887,0.2007827789,0.0058708415,2555,0.0078277886,0.0258317025,0.1495107632,0.0140900196,0.0070450098,13,0,1023,271,381,406,0.153816047,0.0446183953,0.0062622309,0.1287671233,0.0266144814,0.0109589041,0.0254403131,0.1741682975,0.0508806262,-298.1040775
337,0,1.976047161,0.1250885897,0.0012402551,5644,0.0026576896,0.0033664068,0.0582919915,0.0157689582,0.0051381999,16,0.12,1623,300,376,378,0.1429836995,0.0529766123,0.0077958894,0.1047129695,0.0065556343,0.0053153792,0.021438696,0.1185329554,0.0607725018,-299.0291484
762,0,0.371470762,0.0406112623,0.009838811,4777,0.0102574838,0.0142348754,0.1084362571,0.0071174377,0.0073267741,11,0.09,1344,260,290,359,0.0766171237,0.0508687461,0.0025120368,0.1147163492,0.002093364,0.0029307097,0.0328658154,0.0385178983,0.0533807829,-299.0460919
152,0,0.513059361,0.0755467197,0.004473161,2012,0.0084493042,0.0342942346,0.1222664016,0.0009940358,0.00944334,10,0,738,277,327,438,0.1222664016,0.0536779324,0.0024850895,0.143638171,0.0059642147,0.0054671968,0.0263419483,0.069582505,0.0561630219,-299.4500372
382,0,1.597158218,0.1159883721,0.0090116279,3440,0.0110465116,0.0206395349,0.1098837209,0.0063953488,0.0061046512,14,0,1192,266,340,382,0.1011627907,0.05,0.0020348837,0.1273255814,0.0040697674,0.0029069767,0.0319767442,0.1119186047,0.0520348837,-299.9958166
788,0,0.618716344,0.0744967507,0.0047551117,6309,0.0093517198,0.0085592011,0.0775083214,0.0137898241,0.0031700745,16,0.31,1822,263,306,337,0.1131716595,0.0402599461,0.0039625931,0.0939927088,0.0117292756,0.0107782533,0.0286891742,0.062767475,0.0442225392,-300.003047
102,0,0.628266115,0.1274248764,0.0087485736,2629,0.0049448459,0.0315709395,0.1783948269,0.0053252187,0.0030429821,11,0,1058,249,312,410,0.1437809053,0.0498288323,0.0083682008,0.1057436288,0.037276531,0.0190186383,0.0140737923,0.0901483454,0.0581970331,-300.2808693
466,0,2.782793103,0.1262316416,0.0053913367,5379,0.0050195204,0.0063208775,0.071388734,0.0065067856,0.0013013571,14,0.07,1447,291,334,386,0.1425915598,0.0325339282,0.0217512549,0.0903513664,0.0607919688,0.0195203569,0.0191485406,0.0654396728,0.0542851831,-300.3720626
594,0,1.518532155,0.0836718115,0.0176008665,3693,0.008665042,0.0208502572,0.0977525047,0.0094773897,0.0024370431,15,0,1192,263,318,371,0.0847549418,0.0398050366,0.0029786082,0.1199566748,0.0010831302,0.0035201733,0.026536691,0.0825886813,0.0427836447,-300.4537692
912,0,2.400161891,0.1147423236,0.0041300054,5569,0.0061052254,0.0082600108,0.0736218352,0.013108278,0.0158017597,12,0,1488,278,335,368,0.1497575866,0.0454300593,0.0098760998,0.0781109714,0.0405817921,0.0193930688,0.0104147962,0.0741605315,0.0553061591,-300.5619335
85,0,0.858283133,0.1357882624,0.001150748,1738,0.0080552359,0.0437284235,0.2272727273,0.001726122,0.001726122,10,0,600,249,336,444,0.1265822785,0.0489067894,0.0074798619,0.1588032221,0.001150748,0.002301496,0.0333716916,0.1346375144,0.0563866513,-300.6033144
90,0,0.834274662,0.1108695652,0.0043478261,2300,0.0069565217,0.0339130435,0.2652173913,0.0065217391,0.0026086957,11,0,761,257,329,416,0.1260869565,0.0504347826,0.0034782609,0.1586956522,0.0030434783,0.0034782609,0.0347826087,0.107826087,0.0539130435,-300.7897028
249,0,0.633920841,0.1550162984,0.0123143788,2761,0.0119521912,0.0278884462,0.1455994205,0.0094168779,0.0043462514,18,0,1328,260,353,398,0.1481347338,0.0416515755,0.0061571894,0.126403477,0.0094168779,0.0054328142,0.017747193,0.1455994205,0.0478087649,-301.3920119
965,0,2.017744869,0.1418543434,0.0081895291,3419,0.0087744955,0.0204738228,0.1690552793,0.0137467096,0.0081895291,13,0,1265,263,330,401,0.1474115238,0.0438724773,0.016086575,0.1000292483,0.0467973092,0.0213512723,0.0122842937,0.0950570342,0.0599590524,-301.4136785
254,0,1.472408418,0.104872187,0.0257810793,4577,0.0093948001,0.0176971816,0.1387371641,0.0067729954,0.0034957396,14,0.21,1470,242,311,353,0.0939480009,0.044133712,0.0069914791,0.1144854708,0.0032772558,0.0050251256,0.0168232467,0.1015949312,0.0511251912,-302.2171868
455,0,1.422884448,0.1632653061,0.0051515752,5047,0.0075292253,0.0112938379,0.1662373687,0.013275213,0.0049534377,17,0,1763,269,345,363,0.1547453933,0.0445809392,0.0079255003,0.0996631662,0.0487418268,0.0101050129,0.0202100258,0.1145234793,0.0525064395,-302.3023162
1007,0,1.594419532,0.0993303571,0.0178571429,3584,0.0078125,0.0284598214,0.2025669643,0.0092075893,0.0075334821,15,0,1269,228,298,355,0.099609375,0.0329241071,0.0044642857,0.1143973214,0.00390625,0.0050223214,0.0259486607,0.0954241071,0.0373883929,-302.489918
309,0,1.501327042,0.0840200355,0.0064630797,6189,0.0084020036,0.0075941186,0.0809500727,0.0171271611,0.0084020036,17,0,1801,274,319,351,0.1173048958,0.0423331718,0.0061399257,0.0917757311,0.0221360478,0.0126030053,0.0218128938,0.0618839877,0.0484730974,-302.5661611
578,0,0.452754821,0.0923831071,0.0075414781,2652,0.0086726998,0.0320512821,0.2164404223,0.0022624434,0.0060331825,11,0,1018,251,307,409,0.1270739065,0.0490196078,0.0064102564,0.1300904977,0.0143288084,0.0086726998,0.0226244344,0.0780542986,0.0554298643,-303.2680961
608,0,1.393562647,0.1852390181,0.0046834625,6192,0.0083979328,0.0085594315,0.15875323,0.0169573643,0.0024224806,19,0,1832,259,349,341,0.1522932817,0.0411821705,0.0075904393,0.0993217054,0.0439276486,0.0192183463,0.0216408269,0.1413113695,0.0487726098,-303.6168638
789,0,2.249469388,0.0856796851,0.0069633666,3303,0.0066606116,0.0233121405,0.1241295792,0.0136239782,0.0118074478,10,0.1,1002,269,328,388,0.1268543748,0.0378443839,0.0060551014,0.1207992734,0.0051468362,0.0030275507,0.0242204057,0.0805328489,0.0438994853,-303.6258603
609,0,1.376192343,0.1045616114,0.0069609005,6752,0.0057760664,0.01007109,0.1053021327,0.0207345972,0.0084419431,16,0.12,2093,243,314,321,0.1094490521,0.0374703791,0.0051836493,0.0879739336,0.0060722749,0.0053317536,0.0241409953,0.0984893365,0.0426540284,-304.0064301
